school,school url,location,course name,price,skill,description
Developer Bootcamp,/schools/developer-bootcamp,Chelmsford,Master SQL Server Developer,5 290,ASP.NET  SQL,The Master SQL Server Developer 6-week bootcamp includes coverage of relational database fundamentals  SQL programming  Reporting Services  Integration and Analysis Services as well as coverage of ASP.NET Web forms.     Courses can be taken either face-to-face in the classroom or via remote attendance. All programming courses include at least 50% of time performing comprehensive hands on exercises facilitated by expert instructors. This boosts retention and confidence as well as assuring competency with the new skills being acquired.
Developer Bootcamp,/schools/developer-bootcamp,Chelmsford,Master System Administrator,5 890,SQL,The Master System Administrator bootcamp is a comprehensive curriculum that teaches students how to install  maintain  configure and tune both Linux and Windows networked environments as well as create and manage SQL Server databases.  Students can choose between a 7-week or 8-week course.    Courses can be taken either face-to-face in the classroom or via remote attendance. All programming courses include at least 50% of time performing comprehensive hands on exercises facilitated by expert instructors. This boosts retention and confidence as well as assuring competency with the new skills being acquired.
Developer Bootcamp,/schools/developer-bootcamp,Chelmsford,Microsoft .NET Developer,5 290,.NET  C#  ASP.NET  SQL,The Microsoft .NET Developer bootcamp teaches the skills needed to create distributed applications and dynamic web applications with the .NET platform using C# or VB.NET. The program includes optional courses in WPF  WCF  SQL Programming and OOA&D.   Courses can be taken either face-to-face in the classroom or via remote attendance. All programming courses include at least 50% of time performing comprehensive hands on exercises facilitated by expert instructors. This boosts retention and confidence as well as assuring competency with the new skills being acquired.     Students can choose from a 6-week  7-week  8-week  or 9-week track.
Developer Bootcamp,/schools/developer-bootcamp,Online,Master Java Developer,4 690,.NET  C#  ASP.NET  SQL,The Microsoft .NET Developer bootcamp teaches the skills needed to create distributed applications and dynamic web applications with the .NET platform using C# or VB.NET. The program includes optional courses in WPF  WCF  SQL Programming and OOA&D.   Courses can be taken either face-to-face in the classroom or via remote attendance. All programming courses include at least 50% of time performing comprehensive hands on exercises facilitated by expert instructors. This boosts retention and confidence as well as assuring competency with the new skills being acquired.     Students can choose from a 6-week  7-week  8-week  or 9-week track.
Developer Bootcamp,/schools/developer-bootcamp,Online,Microsoft .NET Developer,5 290,.NET  C#  ASP.NET  SQL,The Microsoft .NET Developer bootcamp teaches the skills needed to create distributed applications and dynamic web applications with the .NET platform using C# or VB.NET. The program includes optional courses in WPF  WCF  SQL Programming and OOA&D.   Courses can be taken either face-to-face in the classroom or via remote attendance. All programming courses include at least 50% of time performing comprehensive hands on exercises facilitated by expert instructors. This boosts retention and confidence as well as assuring competency with the new skills being acquired.     Students can choose from a 6-week  7-week  8-week  or 9-week track.
Developer Bootcamp,/schools/developer-bootcamp,Online,Web Developer,4 690,AngularJS  Front End  JavaScript  HTML  PHP  ASP.NET  jQuery  CSS,Students will learn how to implement Webpages using HTML5  CSS  JavaScript  jQuery  Responsive Web Design and AngularJS. The program includes optional courses in Perl  PHP  ASP.NET or Python.     Courses can be taken either face-to-face in the classroom or via remote attendance. All programming courses include at least 50% of time performing comprehensive hands on exercises facilitated by expert instructors. This boosts retention and confidence as well as assuring competency with the new skills being acquired.     Students can choose to take a 5-week  6-week  7-week  8-week or 9-week track.
Developer Bootcamp,/schools/developer-bootcamp,Online,Master SQL Server Developer,5 290,AngularJS  Front End  JavaScript  HTML  PHP  ASP.NET  jQuery  CSS,Students will learn how to implement Webpages using HTML5  CSS  JavaScript  jQuery  Responsive Web Design and AngularJS. The program includes optional courses in Perl  PHP  ASP.NET or Python.     Courses can be taken either face-to-face in the classroom or via remote attendance. All programming courses include at least 50% of time performing comprehensive hands on exercises facilitated by expert instructors. This boosts retention and confidence as well as assuring competency with the new skills being acquired.     Students can choose to take a 5-week  6-week  7-week  8-week or 9-week track.
Developer Bootcamp,/schools/developer-bootcamp,Online,Master System Administrator,5 890,AngularJS  Front End  JavaScript  HTML  PHP  ASP.NET  jQuery  CSS,Students will learn how to implement Webpages using HTML5  CSS  JavaScript  jQuery  Responsive Web Design and AngularJS. The program includes optional courses in Perl  PHP  ASP.NET or Python.     Courses can be taken either face-to-face in the classroom or via remote attendance. All programming courses include at least 50% of time performing comprehensive hands on exercises facilitated by expert instructors. This boosts retention and confidence as well as assuring competency with the new skills being acquired.     Students can choose to take a 5-week  6-week  7-week  8-week or 9-week track.
Developer Bootcamp,/schools/developer-bootcamp,Dallas,Master Java Developer,4 690,AngularJS  Front End  JavaScript  HTML  PHP  ASP.NET  jQuery  CSS,Students will learn how to implement Webpages using HTML5  CSS  JavaScript  jQuery  Responsive Web Design and AngularJS. The program includes optional courses in Perl  PHP  ASP.NET or Python.     Courses can be taken either face-to-face in the classroom or via remote attendance. All programming courses include at least 50% of time performing comprehensive hands on exercises facilitated by expert instructors. This boosts retention and confidence as well as assuring competency with the new skills being acquired.     Students can choose to take a 5-week  6-week  7-week  8-week or 9-week track.
Developer Bootcamp,/schools/developer-bootcamp,Dallas,Master SQL Server Developer,5 290,AngularJS  Front End  JavaScript  HTML  PHP  ASP.NET  jQuery  CSS,Students will learn how to implement Webpages using HTML5  CSS  JavaScript  jQuery  Responsive Web Design and AngularJS. The program includes optional courses in Perl  PHP  ASP.NET or Python.     Courses can be taken either face-to-face in the classroom or via remote attendance. All programming courses include at least 50% of time performing comprehensive hands on exercises facilitated by expert instructors. This boosts retention and confidence as well as assuring competency with the new skills being acquired.     Students can choose to take a 5-week  6-week  7-week  8-week or 9-week track.
Developer Bootcamp,/schools/developer-bootcamp,Dallas,Web Developer,4 690,AngularJS  Front End  JavaScript  HTML  PHP  ASP.NET  jQuery  CSS,Students will learn how to implement Webpages using HTML5  CSS  JavaScript  jQuery  Responsive Web Design and AngularJS. The program includes optional courses in Perl  PHP  ASP.NET or Python.     Courses can be taken either face-to-face in the classroom or via remote attendance. All programming courses include at least 50% of time performing comprehensive hands on exercises facilitated by expert instructors. This boosts retention and confidence as well as assuring competency with the new skills being acquired.     Students can choose to take a 5-week  6-week  7-week  8-week or 9-week track.
Developer Bootcamp,/schools/developer-bootcamp,Dallas,Microsoft .NET Developer,5 290,AngularJS  Front End  JavaScript  HTML  PHP  ASP.NET  jQuery  CSS,Students will learn how to implement Webpages using HTML5  CSS  JavaScript  jQuery  Responsive Web Design and AngularJS. The program includes optional courses in Perl  PHP  ASP.NET or Python.     Courses can be taken either face-to-face in the classroom or via remote attendance. All programming courses include at least 50% of time performing comprehensive hands on exercises facilitated by expert instructors. This boosts retention and confidence as well as assuring competency with the new skills being acquired.     Students can choose to take a 5-week  6-week  7-week  8-week or 9-week track.
Developer Bootcamp,/schools/developer-bootcamp,Dallas,Master System Administrator,5 890,AngularJS  Front End  JavaScript  HTML  PHP  ASP.NET  jQuery  CSS,Students will learn how to implement Webpages using HTML5  CSS  JavaScript  jQuery  Responsive Web Design and AngularJS. The program includes optional courses in Perl  PHP  ASP.NET or Python.     Courses can be taken either face-to-face in the classroom or via remote attendance. All programming courses include at least 50% of time performing comprehensive hands on exercises facilitated by expert instructors. This boosts retention and confidence as well as assuring competency with the new skills being acquired.     Students can choose to take a 5-week  6-week  7-week  8-week or 9-week track.
Developer Bootcamp,/schools/developer-bootcamp,Chicago,Web Developer,4 690,AngularJS  Front End  JavaScript  HTML  PHP  ASP.NET  jQuery  CSS,Students will learn how to implement Webpages using HTML5  CSS  JavaScript  jQuery  Responsive Web Design and AngularJS. The program includes optional courses in Perl  PHP  ASP.NET or Python.     Courses can be taken either face-to-face in the classroom or via remote attendance. All programming courses include at least 50% of time performing comprehensive hands on exercises facilitated by expert instructors. This boosts retention and confidence as well as assuring competency with the new skills being acquired.     Students can choose to take a 5-week  6-week  7-week  8-week or 9-week track.
